author_type,floor,floors_count,rooms_count,total_meters,price_per_month,district,street,underground
homeowner,40,53,1,26.0,73000,Свиблово,проезд Серебрякова,Ботанический сад
real_estate_agent,12,17,2,48.0,75000,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение
realtor,10,24,2,40.0,75000,Фили-Давыдково, Герасима Курина,Славянский бульвар
unknown,1,22,3,81.0,75000,Солнцево,Производственная ,Солнцево
realtor,10,36,2,42.0,75000,Войковский,Головинское шоссе,Водный стадион
realtor,5,14,1,39.0,75000,Хорошево-Мневники, Демьяна Бедного,Народное Ополчение
realtor,1,3,1,45.0,75000,Даниловский,Павелецкая набережная,Пролетарская
realtor,15,19,2,59.0,75000,Чертаново Южное,Варшавское шоссе,Лесопарковая
real_estate_agent,5,5,1,35.0,75000,Хорошевский,2-й Хорошевский проезд,Беговая
realtor,3,17,2,63.0,75000,Академический,Новочеремушкинская ,Профсоюзная
realtor,22,24,1,34.0,75000,Митино,Митинская ,Митино
real_estate_agent,10,17,1,38.3,75000,Хорошевский,Хорошевское шоссе,Беговая
real_estate_agent,6,19,2,60.0,75000,Обручевский, Обручева,Новаторская
unknown,9,15,1,37.5,75000,Сокольники,Русаковская ,Сокольники
realtor,5,9,3,60.0,75000,Ясенево,Голубинская ,Ясенево
realtor,5,25,1,42.0,75000,Очаково-Матвеевское, Лобачевского,Аминьевская
homeowner,24,33,1,34.0,75000,Метрогородок,Открытое шоссе,Бульвар Рокоссовского
homeowner,22,24,1,35.0,75000,Западное Дегунино,Дмитровское шоссе,Верхние Лихоборы
realtor,2,8,2,35.0,75000,Бибирево, Корнейчука,Медведково
homeowner,15,17,2,51.3,75000,Левобережный,Смольная ,Беломорская
realtor,4,4,2,55.0,75000,Сокол,Светлый проезд,Стрешнево
realtor,32,38,1,37.0,75000,Бутырский,Новодмитровская ,Дмитровская
realtor,5,9,2,44.3,75000,Коньково,Профсоюзная ,Беляево
realtor,32,33,1,23.0,76000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
realtor,4,16,2,54.0,77000,Раменки, Пырьева,Поклонная
homeowner,19,23,2,46.0,77000,Текстильщики,1-й Грайвороновский проезд,Новохохловская
real_estate_agent,13,14,1,44.0,78000,Беговой,Беговая ,Беговая
homeowner,9,21,1,32.0,79000,Ховрино,Беломорская ,Беломорская
real_estate_agent,4,14,2,45.0,80000,Измайлово,Измайловский проезд,Измайловская
realtor,16,17,2,65.0,80000,Хорошево-Мневники, Маршала Тухачевского,Народное Ополчение
real_estate_agent,2,8,3,62.0,80000,Соколиная гора,проспект Буденного,Сортировочная
realtor,19,23,1,38.0,80000,Богородское,Тюменский проезд,Бульвар Рокоссовского
real_estate_agent,18,25,2,60.0,80000,Головинский,Кронштадтский бульвар,Моссельмаш
real_estate_agent,1,4,3,54.0,80000,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение
real_estate_agent,7,12,1,44.0,80000,Марьина роща,Октябрьская ,Марьина Роща
realtor,11,25,1,35.0,80000,Покровское-Стрешнево,бульвар Небесный,Спартак
realtor,2,6,2,52.0,80000,Пресненский, Грузинский Вал,Белорусская
homeowner,2,5,2,43.6,77000,Пресненский,1-й Красногвардейский проезд,Деловой центр
homeowner,5,8,2,56.0,100000,Савеловский,Петровско-Разумовский проезд,Гражданская
realtor,5,5,2,75.0,70000,Сокол,Новопесчаная ,Сокол
unknown,4,9,2,50.0,75000,Северное Медведково,Студеный проезд,Медведково
realtor,6,26,2,45.0,79000,Головинский,Кронштадтский бульвар,Водный стадион
